"date","aqi","category","aqi_category"
2024-07-21,70,"Moderate","Moderate"
2024-07-22,63,"Moderate","Moderate"
2024-07-23,63,"Moderate","Moderate"
2024-07-24,81,"Moderate","Moderate"
2024-07-25,95,"Moderate","Moderate"
2024-07-26,75,"Moderate","Moderate"
2024-07-27,73,"Moderate","Moderate"
2024-07-28,73,"Moderate","Moderate"
2024-07-29,85,"Moderate","Moderate"
2024-07-30,106,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-07-31,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-01,65,"Moderate","Moderate"
2024-08-02,104,"Moderate","Unhealthy for Sensitive Groups"
2024-08-03,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-04,111,"Moderate","Unhealthy for Sensitive Groups"
2024-08-05,81,"Moderate","Moderate"
2024-08-06,80,"Moderate","Moderate"
2024-08-07,89,"Moderate","Moderate"
2024-08-08,90,"Moderate","Moderate"
2024-08-09,82,"Moderate","Moderate"
2024-08-10,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-11,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-12,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-13,153,"Unhealthy","Unhealthy"
2024-08-14,123,"Moderate","Unhealthy for Sensitive Groups"
2024-08-15,110,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-16,80,"Moderate","Moderate"
2024-08-17,52,"Moderate","Moderate"
2024-08-18,68,"Moderate","Moderate"
2024-08-19,71,"Moderate","Moderate"
2024-08-20,103,"Moderate","Unhealthy for Sensitive Groups"
2024-08-21,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-22,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-23,92,"Moderate","Moderate"
2024-08-24,86,"Moderate","Moderate"
2024-08-25,63,"Moderate","Moderate"
2024-08-26,95,"Moderate","Moderate"
2024-08-27,95,"Moderate","Moderate"
2024-08-28,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-29,136,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-30,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-08-31,95,"Moderate","Moderate"
2024-09-01,99,"Moderate","Moderate"
2024-09-02,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-09-03,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-09-04,118,"Moderate","Unhealthy for Sensitive Groups"
2024-09-05,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-09-06,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-09-07,166,"Unhealthy","Unhealthy"
2024-09-08,108,"Moderate","Unhealthy for Sensitive Groups"
2024-09-09,84,"Moderate","Moderate"
2024-09-10,94,"Moderate","Moderate"
2024-09-11,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-09-12,120,"Moderate","Unhealthy for Sensitive Groups"
2024-09-13,67,"Moderate","Moderate"
2024-09-14,49,"Moderate","Good"
2024-09-15,65,"Moderate","Moderate"
2024-09-16,110,"Moderate","Unhealthy for Sensitive Groups"
2024-09-17,144,"Unhealthy","Unhealthy for Sensitive Groups"
2024-09-18,156,"Unhealthy","Unhealthy"
2024-09-19,159,"Unhealthy","Unhealthy"
2024-09-20,155,"Unhealthy","Unhealthy"
2024-09-21,109,"Moderate","Unhealthy for Sensitive Groups"
2024-09-22,104,"Moderate","Unhealthy for Sensitive Groups"
2024-09-23,184,"Unhealthy","Unhealthy"
2024-09-24,92,"Moderate","Moderate"
2024-09-25,79,"Moderate","Moderate"
2024-09-26,96,"Moderate","Moderate"
2024-09-27,108,"Moderate","Unhealthy for Sensitive Groups"
2024-09-28,100,"Moderate","Moderate"
2024-09-29,105,"Moderate","Unhealthy for Sensitive Groups"
2024-09-30,166,"Unhealthy","Unhealthy"
2024-10-01,155,"Unhealthy","Unhealthy"
2024-10-02,143,"Unhealthy","Unhealthy for Sensitive Groups"
2024-10-03,102,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-10-04,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-10-05,137,"Unhealthy","Unhealthy for Sensitive Groups"
2024-10-06,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-10-07,152,"Unhealthy","Unhealthy"
2024-10-08,129,"Unhealthy","Unhealthy for Sensitive Groups"
2024-10-09,158,"Unhealthy","Unhealthy"
2024-10-10,152,"Unhealthy","Unhealthy"
2024-10-11,107,"Moderate","Unhealthy for Sensitive Groups"
2024-10-12,160,"Unhealthy","Unhealthy"
2024-10-13,190,"Unhealthy","Unhealthy"
2024-10-14,183,"Unhealthy","Unhealthy"
2024-10-15,190,"Unhealthy","Unhealthy"
2024-10-16,258,"Very Unhealthy","Very Unhealthy"
2024-10-17,210,"Unhealthy","Very Unhealthy"
2024-10-18,176,"Unhealthy","Unhealthy"
2024-10-19,179,"Unhealthy","Unhealthy"
2024-10-20,166,"Unhealthy","Unhealthy"
2024-10-21,179,"Unhealthy","Unhealthy"
2024-10-22,158,"Unhealthy","Unhealthy"
2024-10-23,134,"Unhealthy","Unhealthy for Sensitive Groups"
2024-10-24,63,"Moderate","Moderate"
2024-10-25,102,"Moderate","Unhealthy for Sensitive Groups"
2024-10-26,144,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-10-27,172,"Unhealthy","Unhealthy"
2024-10-28,165,"Unhealthy","Unhealthy"
2024-10-29,195,"Unhealthy","Unhealthy"
2024-10-30,191,"Unhealthy","Unhealthy"
2024-10-31,154,"Unhealthy","Unhealthy"
2024-11-01,184,"Unhealthy","Unhealthy"
2024-11-02,175,"Unhealthy","Unhealthy"
2024-11-03,178,"Unhealthy","Unhealthy"
2024-11-04,173,"Unhealthy","Unhealthy"
2024-11-05,161,"Unhealthy","Unhealthy"
2024-11-06,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2024-11-07,153,"Unhealthy","Unhealthy"
2024-11-08,130,"Moderate","Unhealthy for Sensitive Groups"
2024-11-09,98,"Moderate","Moderate"
2024-11-10,137,"Unhealthy","Unhealthy for Sensitive Groups"
2024-11-11,139,"Unhealthy","Unhealthy for Sensitive Groups"
2024-11-12,158,"Unhealthy","Unhealthy"
2024-11-13,165,"Unhealthy","Unhealthy"
2024-11-14,196,"Unhealthy","Unhealthy"
2024-11-15,213,"Very Unhealthy","Very Unhealthy"
2024-11-16,269,"Very Unhealthy","Very Unhealthy"
2024-11-17,240,"Very Unhealthy","Very Unhealthy"
2024-11-18,239,"Very Unhealthy","Very Unhealthy"
2024-11-19,210,"Hazardous","Very Unhealthy"
2024-11-20,231,"Very Unhealthy","Very Unhealthy"
2024-11-21,227,"Very Unhealthy","Very Unhealthy"
2024-11-22,265,"Hazardous","Very Unhealthy"
2024-11-23,218,"Very Unhealthy","Very Unhealthy"
2024-11-24,263,"Very Unhealthy","Very Unhealthy"
2024-11-25,286,"Very Unhealthy","Very Unhealthy"
2024-11-26,237,"Very Unhealthy","Very Unhealthy"
2024-11-27,251,"Hazardous","Very Unhealthy"
2024-11-28,194,"Very Unhealthy","Unhealthy"
2024-11-29,166,"Unhealthy","Unhealthy"
2024-11-30,163,"Unhealthy","Unhealthy"
2024-12-01,185,"Unhealthy","Unhealthy"
2024-12-02,183,"Unhealthy","Unhealthy"
2024-12-03,194,"Unhealthy","Unhealthy"
2024-12-04,265,"Very Unhealthy","Very Unhealthy"
2024-12-05,377,"Hazardous","Hazardous"
2024-12-06,247,"Very Unhealthy","Very Unhealthy"
2024-12-07,245,"Very Unhealthy","Very Unhealthy"
2024-12-08,268,"Very Unhealthy","Very Unhealthy"
2024-12-09,334,"Hazardous","Hazardous"
2024-12-10,268,"Very Unhealthy","Very Unhealthy"
2024-12-11,256,"Very Unhealthy","Very Unhealthy"
2024-12-12,248,"Very Unhealthy","Very Unhealthy"
2024-12-13,257,"Very Unhealthy","Very Unhealthy"
2024-12-14,374,"Very Unhealthy","Hazardous"
2024-12-15,304,"Hazardous","Hazardous"
2024-12-16,377,"Hazardous","Hazardous"
2024-12-17,319,"Very Unhealthy","Hazardous"
2024-12-18,255,"Very Unhealthy","Very Unhealthy"
2024-12-19,447,"Hazardous","Hazardous"
2024-12-20,393,"Hazardous","Hazardous"
2024-12-21,359,"Hazardous","Hazardous"
2024-12-22,368,"Hazardous","Hazardous"
2024-12-23,304,"Hazardous","Hazardous"
2024-12-24,279,"Very Unhealthy","Very Unhealthy"
2024-12-25,279,"Very Unhealthy","Very Unhealthy"
2024-12-26,238,"Very Unhealthy","Very Unhealthy"
2024-12-27,205,"Unhealthy","Very Unhealthy"
2024-12-28,254,"Very Unhealthy","Very Unhealthy"
2024-12-29,273,"Hazardous","Very Unhealthy"
2024-12-30,274,"Very Unhealthy","Very Unhealthy"
2024-12-31,256,"Very Unhealthy","Very Unhealthy"
